系列,年,地域,施設タイプ,客室稼働率
従業者10人以上,2020,群馬県,シティホテル,43.1
従業者10人以上,2020,群馬県,ビジネスホテル,54.7
従業者10人以上,2020,群馬県,リゾートホテル,28.1
従業者10人以上,2020,群馬県,会社・団体の宿泊所,13.5
従業者10人以上,2020,群馬県,全体,45.1
従業者10人以上,2020,群馬県,旅館,43.4
従業者10人以上,2020,群馬県,簡易宿所,19.0
従業者10人以上,2020,茨城県,シティホテル,34.8
従業者10人以上,2020,茨城県,ビジネスホテル,54.5
従業者10人以上,2020,茨城県,リゾートホテル,34.3
従業者10人以上,2020,茨城県,会社・団体の宿泊所,49.2
従業者10人以上,2020,茨城県,全体,48.9
従業者10人以上,2020,茨城県,旅館,24.8
従業者10人以上,2020,茨城県,簡易宿所,9.2
従業者10人以上,2020,長崎県,シティホテル,45.2
従業者10人以上,2020,長崎県,ビジネスホテル,53.2
従業者10人以上,2020,長崎県,リゾートホテル,31.0
従業者10人以上,2020,長崎県,会社・団体の宿泊所,20.7
従業者10人以上,2020,長崎県,全体,43.0
従業者10人以上,2020,長崎県,旅館,33.4
従業者10人以上,2020,長崎県,簡易宿所,28.9
従業者10人以上,2020,長野県,シティホテル,49.4
従業者10人以上,2020,長野県,ビジネスホテル,50.5
従業者10人以上,2020,長野県,リゾートホテル,27.9
従業者10人以上,2020,長野県,会社・団体の宿泊所,16.7
従業者10人以上,2020,長野県,全体,37.1
従業者10人以上,2020,長野県,旅館,29.6
従業者10人以上,2020,長野県,簡易宿所,8.5
従業者10人以上,2020,青森県,シティホテル,34.3
従業者10人以上,2020,青森県,ビジネスホテル,51.0
従業者10人以上,2020,青森県,リゾートホテル,27.8
従業者10人以上,2020,青森県,全体,44.0
従業者10人以上,2020,青森県,旅館,32.3
従業者10人以上,2020,青森県,簡易宿所,17.7
従業者10人以上,2020,静岡県,シティホテル,37.9
従業者10人以上,2020,静岡県,ビジネスホテル,50.0
従業者10人以上,2020,静岡県,リゾートホテル,30.9
従業者10人以上,2020,静岡県,会社・団体の宿泊所,11.6
従業者10人以上,2020,静岡県,全体,41.8
従業者10人以上,2020,静岡県,旅館,42.8
従業者10人以上,2020,静岡県,簡易宿所,19.1
従業者10人以上,2020,香川県,シティホテル,45.1
従業者10人以上,2020,香川県,ビジネスホテル,43.7
従業者10人以上,2020,香川県,リゾートホテル,36.6
従業者10人以上,2020,香川県,会社・団体の宿泊所,7.3
従業者10人以上,2020,香川県,全体,40.6
従業者10人以上,2020,香川県,旅館,31.9
従業者10人以上,2020,香川県,簡易宿所,12.5
従業者10人以上,2020,高知県,シティホテル,46.4
従業者10人以上,2020,高知県,ビジネスホテル,53.2
従業者10人以上,2020,高知県,リゾートホテル,34.7
従業者10人以上,2020,高知県,全体,45.9
従業者10人以上,2020,高知県,旅館,32.5
従業者10人以上,2020,高知県,簡易宿所,10.0
従業者10人以上,2020,鳥取県,シティホテル,46.2
従業者10人以上,2020,鳥取県,ビジネスホテル,52.4
従業者10人以上,2020,鳥取県,リゾートホテル,31.1
従業者10人以上,2020,鳥取県,全体,45.2
従業者10人以上,2020,鳥取県,旅館,36.9
従業者10人以上,2020,鳥取県,簡易宿所,58.9
従業者10人以上,2020,鹿児島県,シティホテル,41.4
従業者10人以上,2020,鹿児島県,ビジネスホテル,50.5
従業者10人以上,2020,鹿児島県,リゾートホテル,31.7
従業者10人以上,2020,鹿児島県,会社・団体の宿泊所,8.6
従業者10人以上,2020,鹿児島県,全体,43.7
従業者10人以上,2020,鹿児島県,旅館,33.0
従業者10人以上,2020,鹿児島県,簡易宿所,8.4
従業者10人以上,2021,三重県,シティホテル,36.4
従業者10人以上,2021,三重県,ビジネスホテル,52.5
従業者10人以上,2021,三重県,リゾートホテル,30.5
従業者10人以上,2021,三重県,会社・団体の宿泊所,10.5
従業者10人以上,2021,三重県,全体,43.4
従業者10人以上,2021,三重県,旅館,33.4
従業者10人以上,2021,三重県,簡易宿所,13.0
従業者10人以上,2021,京都府,シティホテル,26.2
従業者10人以上,2021,京都府,ビジネスホテル,33.5
従業者10人以上,2021,京都府,リゾートホテル,24.2
従業者10人以上,2021,京都府,会社・団体の宿泊所,22.7
従業者10人以上,2021,京都府,全体,29.5
従業者10人以上,2021,京都府,旅館,19.3
従業者10人以上,2021,京都府,簡易宿所,25.7
従業者10人以上,2021,佐賀県,シティホテル,49.5
従業者10人以上,2021,佐賀県,ビジネスホテル,56.1
従業者10人以上,2021,佐賀県,リゾートホテル,31.8
従業者10人以上,2021,佐賀県,会社・団体の宿泊所,21.0
従業者10人以上,2021,佐賀県,全体,42.7
従業者10人以上,2021,佐賀県,旅館,29.6
従業者10人以上,2021,佐賀県,簡易宿所,11.4
従業者10人以上,2021,全国,シティホテル,35.0
従業者10人以上,2021,全国,ビジネスホテル,45.8
従業者10人以上,2021,全国,リゾートホテル,29.7
従業者10人以上,2021,全国,会社・団体の宿泊所,18.3
従業者10人以上,2021,全国,全体,39.3
従業者10人以上,2021,全国,旅館,31.0
従業者10人以上,2021,全国,簡易宿所,22.5
従業者10人以上,2021,兵庫県,シティホテル,42.8
従業者10人以上,2021,兵庫県,ビジネスホテル,47.0
従業者10人以上,2021,兵庫県,リゾートホテル,33.9
従業者10人以上,2021,兵庫県,会社・団体の宿泊所,19.3
従業者10人以上,2021,兵庫県,全体,40.8
従業者10人以上,2021,兵庫県,旅館,36.0
従業者10人以上,2021,兵庫県,簡易宿所,11.9
従業者10人以上,2021,北海道,シティホテル,31.6
従業者10人以上,2021,北海道,ビジネスホテル,45.9
従業者10人以上,2021,北海道,リゾートホテル,20.4
従業者10人以上,2021,北海道,会社・団体の宿泊所,20.5
従業者10人以上,2021,北海道,全体,36.2
従業者10人以上,2021,北海道,旅館,27.8
従業者10人以上,2021,北海道,簡易宿所,19.5
従業者10人以上,2021,千葉県,シティホテル,43.5
従業者10人以上,2021,千葉県,ビジネスホテル,42.6
従業者10人以上,2021,千葉県,リゾートホテル,38.2
従業者10人以上,2021,千葉県,会社・団体の宿泊所,10.7
従業者10人以上,2021,千葉県,全体,39.5
従業者10人以上,2021,千葉県,旅館,32.6
従業者10人以上,2021,千葉県,簡易宿所,25.0
従業者10人以上,2021,和歌山県,シティホテル,60.8
従業者10人以上,2021,和歌山県,ビジネスホテル,63.1
従業者10人以上,2021,和歌山県,リゾートホテル,37.6
従業者10人以上,2021,和歌山県,会社・団体の宿泊所,29.5
従業者10人以上,2021,和歌山県,全体,45.7
従業者10人以上,2021,和歌山県,旅館,33.9
従業者10人以上,2021,和歌山県,簡易宿所,36.9
従業者10人以上,2021,埼玉県,シティホテル,45.5
従業者10人以上,2021,埼玉県,ビジネスホテル,49.9
従業者10人以上,2021,埼玉県,リゾートホテル,25.9
従業者10人以上,2021,埼玉県,会社・団体の宿泊所,2.9
従業者10人以上,2021,埼玉県,全体,47.1
従業者10人以上,2021,埼玉県,旅館,42.8
従業者10人以上,2021,埼玉県,簡易宿所,30.6
従業者10人以上,2021,大分県,シティホテル,54.0
従業者10人以上,2021,大分県,ビジネスホテル,48.1
従業者10人以上,2021,大分県,リゾートホテル,26.9
従業者10人以上,2021,大分県,会社・団体の宿泊所,17.8
従業者10人以上,2021,大分県,全体,40.4
従業者10人以上,2021,大分県,旅館,29.9
従業者10人以上,2021,大分県,簡易宿所,20.1
従業者10人以上,2021,大阪府,シティホテル,29.1
従業者10人以上,2021,大阪府,ビジネスホテル,30.8
従業者10人以上,2021,大阪府,リゾートホテル,35.2
従業者10人以上,2021,大阪府,会社・団体の宿泊所,13.1
従業者10人以上,2021,大阪府,全体,30.2
従業者10人以上,2021,大阪府,旅館,23.4
従業者10人以上,2021,大阪府,簡易宿所,20.4
従業者10人以上,2021,奈良県,シティホテル,34.2
従業者10人以上,2021,奈良県,ビジネスホテル,36.4
従業者10人以上,2021,奈良県,リゾートホテル,44.4
従業者10人以上,2021,奈良県,全体,32.9
従業者10人以上,2021,奈良県,旅館,23.1
従業者10人以上,2021,奈良県,簡易宿所,14.0
従業者10人以上,2021,宮城県,シティホテル,37.7
従業者10人以上,2021,宮城県,ビジネスホテル,48.8
従業者10人以上,2021,宮城県,リゾートホテル,23.6
従業者10人以上,2021,宮城県,会社・団体の宿泊所,21.5
従業者10人以上,2021,宮城県,全体,42.4
従業者10人以上,2021,宮城県,旅館,31.6
従業者10人以上,2021,宮城県,簡易宿所,35.4
従業者10人以上,2021,宮崎県,シティホテル,41.3
従業者10人以上,2021,宮崎県,ビジネスホテル,51.7
従業者10人以上,2021,宮崎県,リゾートホテル,27.4
従業者10人以上,2021,宮崎県,会社・団体の宿泊所,2.8
従業者10人以上,2021,宮崎県,全体,44.7
従業者10人以上,2021,宮崎県,旅館,33.5
従業者10人以上,2021,宮崎県,簡易宿所,20.6
従業者10人以上,2021,富山県,シティホテル,34.5
従業者10人以上,2021,富山県,ビジネスホテル,44.0
従業者10人以上,2021,富山県,リゾートホテル,22.8
従業者10人以上,2021,富山県,会社・団体の宿泊所,19.3
従業者10人以上,2021,富山県,全体,39.4
従業者10人以上,2021,富山県,旅館,29.2
従業者10人以上,2021,富山県,簡易宿所,14.7
従業者10人以上,2021,山口県,シティホテル,43.2
従業者10人以上,2021,山口県,ビジネスホテル,56.3
従業者10人以上,2021,山口県,リゾートホテル,39.4
従業者10人以上,2021,山口県,会社・団体の宿泊所,7.2
従業者10人以上,2021,山口県,全体,49.5
従業者10人以上,2021,山口県,旅館,36.1
従業者10人以上,2021,山口県,簡易宿所,13.5
従業者10人以上,2021,山形県,シティホテル,47.7
従業者10人以上,2021,山形県,ビジネスホテル,53.0
従業者10人以上,2021,山形県,リゾートホテル,25.2
従業者10人以上,2021,山形県,会社・団体の宿泊所,53.5
従業者10人以上,2021,山形県,全体,43.9
従業者10人以上,2021,山形県,旅館,31.6
従業者10人以上,2021,山形県,簡易宿所,4.3
従業者10人以上,2021,山梨県,シティホテル,40.6
従業者10人以上,2021,山梨県,ビジネスホテル,52.3
従業者10人以上,2021,山梨県,リゾートホテル,30.1
従業者10人以上,2021,山梨県,会社・団体の宿泊所,29.3
従業者10人以上,2021,山梨県,全体,38.0
従業者10人以上,2021,山梨県,旅館,26.5
従業者10人以上,2021,山梨県,簡易宿所,28.7
従業者10人以上,2021,岐阜県,シティホテル,35.6
従業者10人以上,2021,岐阜県,ビジネスホテル,54.1
従業者10人以上,2021,岐阜県,リゾートホテル,22.4
従業者10人以上,2021,岐阜県,会社・団体の宿泊所,11.8
従業者10人以上,2021,岐阜県,全体,39.9
従業者10人以上,2021,岐阜県,旅館,29.6
従業者10人以上,2021,岐阜県,簡易宿所,22.5
従業者10人以上,2021,岡山県,シティホテル,41.8
従業者10人以上,2021,岡山県,ビジネスホテル,55.0
従業者10人以上,2021,岡山県,リゾートホテル,22.8
従業者10人以上,2021,岡山県,会社・団体の宿泊所,7.3
従業者10人以上,2021,岡山県,全体,48.3
従業者10人以上,2021,岡山県,旅館,28.1
従業者10人以上,2021,岡山県,簡易宿所,38.4
従業者10人以上,2021,岩手県,シティホテル,57.3
従業者10人以上,2021,岩手県,ビジネスホテル,58.4
従業者10人以上,2021,岩手県,リゾートホテル,29.0
従業者10人以上,2021,岩手県,会社・団体の宿泊所,30.0
従業者10人以上,2021,岩手県,全体,48.2
従業者10人以上,2021,岩手県,旅館,38.1
従業者10人以上,2021,岩手県,簡易宿所,33.9
従業者10人以上,2021,島根県,シティホテル,52.2
従業者10人以上,2021,島根県,ビジネスホテル,62.4
従業者10人以上,2021,島根県,リゾートホテル,50.5
従業者10人以上,2021,島根県,会社・団体の宿泊所,22.3
従業者10人以上,2021,島根県,全体,55.7
従業者10人以上,2021,島根県,旅館,40.7
従業者10人以上,2021,島根県,簡易宿所,28.2
従業者10人以上,2021,広島県,シティホテル,40.4
従業者10人以上,2021,広島県,ビジネスホテル,47.6
従業者10人以上,2021,広島県,リゾートホテル,31.1
従業者10人以上,2021,広島県,会社・団体の宿泊所,21.6
従業者10人以上,2021,広島県,全体,41.7
従業者10人以上,2021,広島県,旅館,25.3
従業者10人以上,2021,広島県,簡易宿所,13.7
従業者10人以上,2021,徳島県,シティホテル,39.9
従業者10人以上,2021,徳島県,ビジネスホテル,54.3
従業者10人以上,2021,徳島県,リゾートホテル,41.9
従業者10人以上,2021,徳島県,会社・団体の宿泊所,5.2
従業者10人以上,2021,徳島県,全体,44.4
従業者10人以上,2021,徳島県,旅館,30.2
従業者10人以上,2021,徳島県,簡易宿所,13.4
従業者10人以上,2021,愛媛県,シティホテル,38.4
従業者10人以上,2021,愛媛県,ビジネスホテル,48.3
従業者10人以上,2021,愛媛県,リゾートホテル,32.8
従業者10人以上,2021,愛媛県,会社・団体の宿泊所,12.2
従業者10人以上,2021,愛媛県,全体,42.1
従業者10人以上,2021,愛媛県,旅館,27.1
従業者10人以上,2021,愛媛県,簡易宿所,22.9
従業者10人以上,2021,愛知県,シティホテル,38.9
従業者10人以上,2021,愛知県,ビジネスホテル,44.3
従業者10人以上,2021,愛知県,リゾートホテル,30.4
従業者10人以上,2021,愛知県,会社・団体の宿泊所,24.4
従業者10人以上,2021,愛知県,全体,40.9
従業者10人以上,2021,愛知県,旅館,23.8
従業者10人以上,2021,愛知県,簡易宿所,20.5
従業者10人以上,2021,新潟県,シティホテル,45.1
従業者10人以上,2021,新潟県,ビジネスホテル,57.3
従業者10人以上,2021,新潟県,リゾートホテル,18.2
従業者10人以上,2021,新潟県,会社・団体の宿泊所,32.0
従業者10人以上,2021,新潟県,全体,43.7
従業者10人以上,2021,新潟県,旅館,32.7
従業者10人以上,2021,新潟県,簡易宿所,30.4
従業者10人以上,2021,東京都,シティホテル,30.9
従業者10人以上,2021,東京都,ビジネスホテル,41.8
従業者10人以上,2021,東京都,リゾートホテル,16.0
従業者10人以上,2021,東京都,会社・団体の宿泊所,22.2
従業者10人以上,2021,東京都,全体,37.0
従業者10人以上,2021,東京都,旅館,40.8
従業者10人以上,2021,東京都,簡易宿所,25.3
従業者10人以上,2021,栃木県,シティホテル,37.4
従業者10人以上,2021,栃木県,ビジネスホテル,52.3
従業者10人以上,2021,栃木県,リゾートホテル,34.8
従業者10人以上,2021,栃木県,会社・団体の宿泊所,21.3
従業者10人以上,2021,栃木県,全体,42.8
従業者10人以上,2021,栃木県,旅館,33.7
従業者10人以上,2021,栃木県,簡易宿所,27.0
従業者10人以上,2021,沖縄県,シティホテル,30.4
従業者10人以上,2021,沖縄県,ビジネスホテル,33.8
従業者10人以上,2021,沖縄県,リゾートホテル,28.9
従業者10人以上,2021,沖縄県,会社・団体の宿泊所,4.2
従業者10人以上,2021,沖縄県,全体,30.7
従業者10人以上,2021,沖縄県,旅館,38.7
従業者10人以上,2021,沖縄県,簡易宿所,22.7
従業者10人以上,2021,滋賀県,シティホテル,39.8
従業者10人以上,2021,滋賀県,ビジネスホテル,52.7
従業者10人以上,2021,滋賀県,リゾートホテル,34.3
従業者10人以上,2021,滋賀県,会社・団体の宿泊所,5.0
従業者10人以上,2021,滋賀県,全体,44.1
従業者10人以上,2021,滋賀県,旅館,32.1
従業者10人以上,2021,滋賀県,簡易宿所,20.9
従業者10人以上,2021,熊本県,シティホテル,47.1
従業者10人以上,2021,熊本県,ビジネスホテル,52.9
従業者10人以上,2021,熊本県,リゾートホテル,20.9
従業者10人以上,2021,熊本県,会社・団体の宿泊所,11.8
従業者10人以上,2021,熊本県,全体,42.8
従業者10人以上,2021,熊本県,旅館,30.8
従業者10人以上,2021,熊本県,簡易宿所,15.1
従業者10人以上,2021,石川県,シティホテル,33.5
従業者10人以上,2021,石川県,ビジネスホテル,38.7
従業者10人以上,2021,石川県,リゾートホテル,24.9
従業者10人以上,2021,石川県,会社・団体の宿泊所,21.8
従業者10人以上,2021,石川県,全体,34.6
従業者10人以上,2021,石川県,旅館,28.8
従業者10人以上,2021,石川県,簡易宿所,19.6
従業者10人以上,2021,神奈川県,シティホテル,41.2
従業者10人以上,2021,神奈川県,ビジネスホテル,50.9
従業者10人以上,2021,神奈川県,リゾートホテル,41.2
従業者10人以上,2021,神奈川県,会社・団体の宿泊所,17.0
従業者10人以上,2021,神奈川県,全体,45.1
従業者10人以上,2021,神奈川県,旅館,38.4
従業者10人以上,2021,神奈川県,簡易宿所,25.5
従業者10人以上,2021,福井県,シティホテル,37.4
従業者10人以上,2021,福井県,ビジネスホテル,61.5
従業者10人以上,2021,福井県,リゾートホテル,41.3
従業者10人以上,2021,福井県,全体,49.0
従業者10人以上,2021,福井県,旅館,32.0
従業者10人以上,2021,福井県,簡易宿所,9.0
従業者10人以上,2021,福岡県,シティホテル,39.8
従業者10人以上,2021,福岡県,ビジネスホテル,38.9
従業者10人以上,2021,福岡県,リゾートホテル,18.8
従業者10人以上,2021,福岡県,会社・団体の宿泊所,28.6
従業者10人以上,2021,福岡県,全体,36.9
従業者10人以上,2021,福岡県,旅館,24.6
従業者10人以上,2021,福岡県,簡易宿所,15.9
従業者10人以上,2021,福島県,シティホテル,54.9
従業者10人以上,2021,福島県,ビジネスホテル,54.4
従業者10人以上,2021,福島県,リゾートホテル,30.2
従業者10人以上,2021,福島県,会社・団体の宿泊所,16.1
従業者10人以上,2021,福島県,全体,43.2
従業者10人以上,2021,福島県,旅館,29.3
従業者10人以上,2021,福島県,簡易宿所,13.2
従業者10人以上,2021,秋田県,シティホテル,55.2
従業者10人以上,2021,秋田県,ビジネスホテル,63.5
従業者10人以上,2021,秋田県,リゾートホテル,33.5
従業者10人以上,2021,秋田県,会社・団体の宿泊所,7.1
従業者10人以上,2021,秋田県,全体,49.2
従業者10人以上,2021,秋田県,旅館,33.5
従業者10人以上,2021,秋田県,簡易宿所,13.4
従業者10人以上,2021,群馬県,シティホテル,39.1
従業者10人以上,2021,群馬県,ビジネスホテル,56.3
従業者10人以上,2021,群馬県,リゾートホテル,26.3
従業者10人以上,2021,群馬県,会社・団体の宿泊所,13.6
従業者10人以上,2021,群馬県,全体,43.8
従業者10人以上,2021,群馬県,旅館,37.0
従業者10人以上,2021,群馬県,簡易宿所,29.5
従業者10人以上,2021,茨城県,シティホテル,43.4
従業者10人以上,2021,茨城県,ビジネスホテル,54.6
従業者10人以上,2021,茨城県,リゾートホテル,38.6
従業者10人以上,2021,茨城県,会社・団体の宿泊所,39.9
従業者10人以上,2021,茨城県,全体,50.0
従業者10人以上,2021,茨城県,旅館,26.1
従業者10人以上,2021,茨城県,簡易宿所,12.6
従業者10人以上,2021,長崎県,シティホテル,41.9
従業者10人以上,2021,長崎県,ビジネスホテル,54.1
従業者10人以上,2021,長崎県,リゾートホテル,28.5
従業者10人以上,2021,長崎県,会社・団体の宿泊所,13.5
従業者10人以上,2021,長崎県,全体,41.8
従業者10人以上,2021,長崎県,旅館,27.4
従業者10人以上,2021,長崎県,簡易宿所,31.1
従業者10人以上,2021,長野県,シティホテル,54.3
従業者10人以上,2021,長野県,ビジネスホテル,55.5
従業者10人以上,2021,長野県,リゾートホテル,27.4
従業者10人以上,2021,長野県,会社・団体の宿泊所,14.2
従業者10人以上,2021,長野県,全体,38.6
従業者10人以上,2021,長野県,旅館,26.7
従業者10人以上,2021,長野県,簡易宿所,14.0
従業者10人以上,2021,青森県,シティホテル,41.9
従業者10人以上,2021,青森県,ビジネスホテル,57.5
従業者10人以上,2021,青森県,リゾートホテル,20.3
従業者10人以上,2021,青森県,全体,48.9
従業者10人以上,2021,青森県,旅館,30.6
従業者10人以上,2021,青森県,簡易宿所,11.8
従業者10人以上,2021,静岡県,シティホテル,41.8
従業者10人以上,2021,静岡県,ビジネスホテル,53.3
従業者10人以上,2021,静岡県,リゾートホテル,31.9
従業者10人以上,2021,静岡県,会社・団体の宿泊所,12.0
従業者10人以上,2021,静岡県,全体,43.1
従業者10人以上,2021,静岡県,旅館,38.7
従業者10人以上,2021,静岡県,簡易宿所,15.3
従業者10人以上,2021,香川県,シティホテル,45.6
従業者10人以上,2021,香川県,ビジネスホテル,47.1
従業者10人以上,2021,香川県,リゾートホテル,29.5
従業者10人以上,2021,香川県,会社・団体の宿泊所,3.9
従業者10人以上,2021,香川県,全体,40.3
従業者10人以上,2021,香川県,旅館,26.6
従業者10人以上,2021,香川県,簡易宿所,10.7
従業者10人以上,2021,高知県,シティホテル,42.8
従業者10人以上,2021,高知県,ビジネスホテル,52.6
従業者10人以上,2021,高知県,リゾートホテル,30.3
従業者10人以上,2021,高知県,全体,44.6
従業者10人以上,2021,高知県,旅館,28.7
従業者10人以上,2021,高知県,簡易宿所,22.3
従業者10人以上,2021,鳥取県,シティホテル,53.9
従業者10人以上,2021,鳥取県,ビジネスホテル,53.2
従業者10人以上,2021,鳥取県,リゾートホテル,25.4
従業者10人以上,2021,鳥取県,全体,44.2
従業者10人以上,2021,鳥取県,旅館,32.1
従業者10人以上,2021,鳥取県,簡易宿所,35.8
従業者10人以上,2021,鹿児島県,シティホテル,37.9
従業者10人以上,2021,鹿児島県,ビジネスホテル,51.1
従業者10人以上,2021,鹿児島県,リゾートホテル,29.2
従業者10人以上,2021,鹿児島県,会社・団体の宿泊所,19.0
従業者10人以上,2021,鹿児島県,全体,42.9
従業者10人以上,2021,鹿児島県,旅館,29.2
従業者10人以上,2021,鹿児島県,簡易宿所,12.1
従業者10人以上,2022,三重県,シティホテル,65.0
従業者10人以上,2022,三重県,ビジネスホテル,68.0
従業者10人以上,2022,三重県,リゾートホテル,46.1
従業者10人以上,2022,三重県,会社・団体の宿泊所,13.8
従業者10人以上,2022,三重県,全体,58.5
従業者10人以上,2022,三重県,旅館,46.3
従業者10人以上,2022,三重県,簡易宿所,25.6
従業者10人以上,2022,京都府,シティホテル,47.6
従業者10人以上,2022,京都府,ビジネスホテル,53.1
従業者10人以上,2022,京都府,リゾートホテル,43.2
従業者10人以上,2022,京都府,会社・団体の宿泊所,44.5
従業者10人以上,2022,京都府,全体,49.0
従業者10人以上,2022,京都府,旅館,38.2
従業者10人以上,2022,京都府,簡易宿所,41.0
従業者10人以上,2022,佐賀県,シティホテル,64.3
従業者10人以上,2022,佐賀県,ビジネスホテル,68.0
従業者10人以上,2022,佐賀県,リゾートホテル,40.7
従業者10人以上,2022,佐賀県,会社・団体の宿泊所,21.8
従業者10人以上,2022,佐賀県,全体,55.2
従業者10人以上,2022,佐賀県,旅館,47.3
従業者10人以上,2022,佐賀県,簡易宿所,11.4
従業者10人以上,2022,全国,シティホテル,53.2
従業者10人以上,2022,全国,ビジネスホテル,58.9
従業者10人以上,2022,全国,リゾートホテル,45.4
従業者10人以上,2022,全国,会社・団体の宿泊所,25.2
従業者10人以上,2022,全国,全体,53.4
従業者10人以上,2022,全国,旅館,43.9
従業者10人以上,2022,全国,簡易宿所,34.0
従業者10人以上,2022,兵庫県,シティホテル,61.5
従業者10人以上,2022,兵庫県,ビジネスホテル,57.9
従業者10人以上,2022,兵庫県,リゾートホテル,49.5
従業者10人以上,2022,兵庫県,会社・団体の宿泊所,21.4
従業者10人以上,2022,兵庫県,全体,53.9
従業者10人以上,2022,兵庫県,旅館,50.1
従業者10人以上,2022,兵庫県,簡易宿所,20.6
従業者10人以上,2022,北海道,シティホテル,53.6
従業者10人以上,2022,北海道,ビジネスホテル,62.4
従業者10人以上,2022,北海道,リゾートホテル,33.6
従業者10人以上,2022,北海道,会社・団体の宿泊所,34.7
従業者10人以上,2022,北海道,全体,52.7
従業者10人以上,2022,北海道,旅館,40.4
従業者10人以上,2022,北海道,簡易宿所,28.1
従業者10人以上,2022,千葉県,シティホテル,52.5
従業者10人以上,2022,千葉県,ビジネスホテル,56.9
従業者10人以上,2022,千葉県,リゾートホテル,65.0
従業者10人以上,2022,千葉県,会社・団体の宿泊所,15.8
従業者10人以上,2022,千葉県,全体,57.0
従業者10人以上,2022,千葉県,旅館,47.7
従業者10人以上,2022,千葉県,簡易宿所,33.6
従業者10人以上,2022,和歌山県,シティホテル,64.5
従業者10人以上,2022,和歌山県,ビジネスホテル,71.9
従業者10人以上,2022,和歌山県,リゾートホテル,45.1
従業者10人以上,2022,和歌山県,会社・団体の宿泊所,39.2
従業者10人以上,2022,和歌山県,全体,54.1
従業者10人以上,2022,和歌山県,旅館,43.8
従業者10人以上,2022,和歌山県,簡易宿所,37.3
従業者10人以上,2022,埼玉県,シティホテル,66.6
従業者10人以上,2022,埼玉県,ビジネスホテル,60.8
従業者10人以上,2022,埼玉県,リゾートホテル,31.9
従業者10人以上,2022,埼玉県,会社・団体の宿泊所,9.0
従業者10人以上,2022,埼玉県,全体,58.1
従業者10人以上,2022,埼玉県,旅館,50.4
従業者10人以上,2022,埼玉県,簡易宿所,13.4
従業者10人以上,2022,大分県,シティホテル,76.8
従業者10人以上,2022,大分県,ビジネスホテル,54.0
従業者10人以上,2022,大分県,リゾートホテル,48.5
従業者10人以上,2022,大分県,会社・団体の宿泊所,25.4
従業者10人以上,2022,大分県,全体,52.7
従業者10人以上,2022,大分県,旅館,45.9
従業者10人以上,2022,大分県,簡易宿所,24.7
従業者10人以上,2022,大阪府,シティホテル,52.0
従業者10人以上,2022,大阪府,ビジネスホテル,47.0
従業者10人以上,2022,大阪府,リゾートホテル,52.3
従業者10人以上,2022,大阪府,会社・団体の宿泊所,12.6
従業者10人以上,2022,大阪府,全体,48.2
従業者10人以上,2022,大阪府,旅館,34.5
従業者10人以上,2022,大阪府,簡易宿所,48.5
従業者10人以上,2022,奈良県,シティホテル,54.4
従業者10人以上,2022,奈良県,ビジネスホテル,38.2
従業者10人以上,2022,奈良県,リゾートホテル,62.0
従業者10人以上,2022,奈良県,全体,43.1
従業者10人以上,2022,奈良県,旅館,37.0
従業者10人以上,2022,奈良県,簡易宿所,20.7
従業者10人以上,2022,宮城県,シティホテル,54.7
従業者10人以上,2022,宮城県,ビジネスホテル,63.4
従業者10人以上,2022,宮城県,リゾートホテル,38.6
従業者10人以上,2022,宮城県,会社・団体の宿泊所,18.6
従業者10人以上,2022,宮城県,全体,56.4
従業者10人以上,2022,宮城県,旅館,44.6
従業者10人以上,2022,宮城県,簡易宿所,49.6
従業者10人以上,2022,宮崎県,シティホテル,61.8
従業者10人以上,2022,宮崎県,ビジネスホテル,61.6
従業者10人以上,2022,宮崎県,リゾートホテル,30.2
従業者10人以上,2022,宮崎県,会社・団体の宿泊所,5.0
従業者10人以上,2022,宮崎県,全体,54.5
従業者10人以上,2022,宮崎県,旅館,44.2
従業者10人以上,2022,宮崎県,簡易宿所,12.6
従業者10人以上,2022,富山県,シティホテル,57.9
従業者10人以上,2022,富山県,ビジネスホテル,52.2
従業者10人以上,2022,富山県,リゾートホテル,36.9
従業者10人以上,2022,富山県,会社・団体の宿泊所,30.1
従業者10人以上,2022,富山県,全体,49.8
従業者10人以上,2022,富山県,旅館,40.0
従業者10人以上,2022,富山県,簡易宿所,20.7
従業者10人以上,2022,山口県,シティホテル,61.0
従業者10人以上,2022,山口県,ビジネスホテル,62.7
従業者10人以上,2022,山口県,リゾートホテル,45.7
従業者10人以上,2022,山口県,会社・団体の宿泊所,16.0
従業者10人以上,2022,山口県,全体,58.2
従業者10人以上,2022,山口県,旅館,48.3
従業者10人以上,2022,山口県,簡易宿所,22.1
従業者10人以上,2022,山形県,シティホテル,60.0
従業者10人以上,2022,山形県,ビジネスホテル,59.7
従業者10人以上,2022,山形県,リゾートホテル,37.0
従業者10人以上,2022,山形県,会社・団体の宿泊所,53.9
従業者10人以上,2022,山形県,全体,52.7
従業者10人以上,2022,山形県,旅館,44.3
従業者10人以上,2022,山形県,簡易宿所,7.1
従業者10人以上,2022,山梨県,シティホテル,44.4
従業者10人以上,2022,山梨県,ビジネスホテル,53.2
従業者10人以上,2022,山梨県,リゾートホテル,42.2
従業者10人以上,2022,山梨県,会社・団体の宿泊所,40.0
従業者10人以上,2022,山梨県,全体,45.5
従業者10人以上,2022,山梨県,旅館,41.2
